,chrf,number of Unique sentences,chapter-title,source
338,0.08849719840196456,3,anthem-chapter-5,novelguide
339,0.1114383477321683,2,anthem-chapter-6,novelguide
340,0.20884277431427273,6,anthem-chapter-7,novelguide
341,0.16675970036590243,5,anthem-chapter-8,novelguide
342,0.10781871399829801,2,anthem-chapter-9,novelguide
343,0.12100979113571256,2,anthem-chapter-10,novelguide
344,0.20060098712682062,4,anthem-chapter-11,novelguide
345,0.22142666040938283,3,anthem-chapter-12,novelguide
346,0.09962931384022443,19,ethan-frome-chapter-1-chapter-2,gradesaver
347,0.15431001864084543,12,ethan-frome-chapter-3,gradesaver
348,0.15931615583061928,24,ethan-frome-chapter-4,gradesaver
349,0.18701037646569932,11,ethan-frome-chapter-5,gradesaver
350,0.1403337979766735,11,ethan-frome-chapter-6,gradesaver
351,0.21415927325825213,15,ethan-frome-chapter-7,gradesaver
352,0.1577773507835194,15,ethan-frome-chapter-8,gradesaver
353,0.1440731734114409,22,ethan-frome-chapter-1,shmoop
354,0.17513212497906128,30,ethan-frome-chapter-2,shmoop
355,0.13763870440562803,24,ethan-frome-chapter-3,shmoop
356,0.1516289832130716,38,ethan-frome-chapter-4,shmoop
357,0.1626757317939043,18,ethan-frome-chapter-5,shmoop
358,0.12525457668346957,14,ethan-frome-chapter-6,shmoop
359,0.19790485725915138,28,ethan-frome-chapter-7,shmoop
360,0.16585064013777667,18,ethan-frome-chapter-8,shmoop
361,0.20756119146471944,29,ethan-frome-chapter-9,shmoop
362,0.111331508867766,16,ethan-frome-chapter-1-chapter-2,cliffnotes
363,0.15751418132280817,8,ethan-frome-chapter-1,sparknotes
364,0.19319007985295467,17,ethan-frome-chapter-2,sparknotes
365,0.13335034270523083,7,ethan-frome-chapter-3,sparknotes
366,0.14897151871507666,18,ethan-frome-chapter-4,sparknotes
367,0.1511338034186835,15,ethan-frome-chapter-5,sparknotes
368,0.12953414684853784,9,ethan-frome-chapter-6,sparknotes
369,0.17744510364689492,26,ethan-frome-chapter-7,sparknotes
370,0.13770201928941656,15,ethan-frome-chapter-8,sparknotes
371,0.19574334282719907,24,ethan-frome-chapter-9,sparknotes
372,0.14282099451019012,19,ethan-frome-chapter-1,pinkmonkey
373,0.18280657558783395,28,ethan-frome-chapter-2,pinkmonkey
374,0.14514199309208106,19,ethan-frome-chapter-3,pinkmonkey
375,0.1558339993235784,30,ethan-frome-chapter-4,pinkmonkey
376,0.18389270806792923,17,ethan-frome-chapter-5,pinkmonkey
377,0.13096469879851583,10,ethan-frome-chapter-6,pinkmonkey
378,0.19782933356142265,31,ethan-frome-chapter-7,pinkmonkey
379,0.1642817486888145,24,ethan-frome-chapter-8,pinkmonkey
380,0.20585540208833186,34,ethan-frome-chapter-9,pinkmonkey
381,0.14772846458113242,17,ethan-frome-chapter-1,novelguide
382,0.1889798848890496,24,ethan-frome-chapter-2,novelguide
383,0.13824291560573806,12,ethan-frome-chapter-3,novelguide
384,0.15295105564381553,30,ethan-frome-chapter-4,novelguide
385,0.16442414956084794,16,ethan-frome-chapter-5,novelguide
386,0.13022396741669065,13,ethan-frome-chapter-6,novelguide
387,0.2079531996735401,23,ethan-frome-chapter-7,novelguide
